code_identifiant;format_administration;Code de la substance;denomination_de_la_substance;dosage_de_la_substance;réferent_dosage;Nature du composant;Numéro permettant de lier, le cas échéant, substances actives et fractions thérapeutiques
64562169;Solution;18851;CHLORHYDRATE DE MITOXANTRONE;;;Principe Actif;1
64563011;Granulés;30158;CROSPOVIDONE;2 g;un sachet de 10 g;Principe Actif;8
64579019;Lyophilisat;12870;ÉBASTINE;10 mg;un lyophilisat;Principe Actif;1
64589522;Comprimé;16951;CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ;;;Principe Actif;1
64593008;Comprimé;89901;FUMARATE DE TÉNOFOVIR DISOPROXIL;150 mg;un comprimé;Principe Actif;1
64597615;Comprimé;59394;SIROLIMUS;1,00 mg;un comprimé;Principe Actif;1
64605923;Solution;91695;LACTATE DE SODIUM ANHYDRE;3,925 g;1 litre;Fraction Thérapeutique;2
64617270;Comprimé;54371;TARTRATE DE TOLTÉRODINE;2 mg;un comprimé;Principe Actif;1
64623818;Solvant;4401;EAU POUR PRÉPARATIONS INJECTABLES;100 g;100 ml;Principe Actif;1
64634939;Solution;76710;DEXMÉDÉTOMIDINE;100 microgrammes;1 ml de solution;Fraction Thérapeutique;1
64635329;Granules;2459;MERCURIUS VIVUS POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;1 ml de solution;Principe Actif;17
64635329;Solution buvable en ampoules;2459;MERCURIUS VIVUS POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;1 ml de solution;Principe Actif;25
64636979;Comprimé;80102;MONTÉLUKAST ACIDE;5 mg;un comprimé;Fraction Thérapeutique;1
64641403;Solution;9745;NORADRÉNALINE;0,04 mg;1ml de solution injectable;Fraction Thérapeutique;3
64647032;Comprimé;5;ACIDE ACÉTYLSALICYLIQUE;320 mg;un comprimé;Principe Actif;1
64650441;Pommade;26151;CROTON TIGLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH (pommade à 1 %, 4 % ou 10 %);une ampoule de 2 ml;Principe Actif;25
64650441;Solution buvable en ampoules;26151;CROTON TIGLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;une ampoule de 2 ml;Principe Actif;23
64677303;Comprimé;17723;OLANZAPINE;7,5 mg;un comprimé;Principe Actif;1
64679350;Gélule;28886;BROMHYDRATE DE GALANTAMINE;;;Principe Actif;1
64687411;Comprimé;2380;NITRICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;17
64695995;Comprimé;25783;CHLORHYDRATE DE RANITIDINE;340 mg;un comprimé;Principe Actif;1
64695995;Comprimé;49632;RANITIDINE BASE;300 mg;un comprimé;Fraction Thérapeutique;1
61166549;Poudre;61019;UROFOLLITROPINE;75 UI;1 flacon;Principe Actif;1
61172160;Comprimé;5;ACIDE ACÉTYLSALICYLIQUE;1000 mg;un comprimé;Principe Actif;1
61174745;Comprimé;769;DIOSMINE;300 mg;un comprimé;Principe Actif;1
61179297;Comprimé;602;MIANSÉRINE (CHLORHYDRATE DE);10 mg;un comprimé;Principe Actif;1
61188905;Gélule;96973;ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ;;;Principe Actif;1
61195604;Comprimé;70278;ALISKIRÈNE;300 mg;un comprimé;Fraction Thérapeutique;1
61198148;Comprimé;18827;DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ;1 mg;un comprimé;Principe Actif;1
61227411;Comprimé;86571;CHLORHYDRATE DE TRAMADOL;37,5 mg;un comprimé;Principe Actif;2
61231445;Crème;56277;MÉLILOT (EXTRAIT FLUIDE DE);2 g;100 g de crème;Principe Actif;3
61237035;Pommade;79803;PHYTOLAQUE (TEINTURE DE);0,3 g;100 g de pommade;Principe Actif;2
61249895;Crème;817;DIFLUCORTOLONE (VALÉRATE DE);0,1 g;100 g;Principe Actif;4
61272488;Comprimé;2064;HYDROCHLOROTHIAZIDE;25 mg;un comprimé;Principe Actif;2
61318238;Comprimé;7436;FUMARATE DE BISOPROLOL;3,75 mg;un comprimé;Principe Actif;1
61330596;Comprimé;49212;CASCARA (ÉCORCE DE) (EXTRAIT SEC DE);100,00 mg soit 6,25 mg quantité exprimée en cascaroside A;un comprimé;Principe Actif;2
61333126;Compartiment 2 : solution d'acides aminés;2666;MÉTHIONINE;1,36 g;400 ml;Principe Actif;10
61348256;Comprimé;915;CHLORHYDRATE DE DILTIAZEM;60 mg;un comprimé;Principe Actif;1
61354049;Comprimé;86571;CHLORHYDRATE DE TRAMADOL;37,50 mg;un comprimé;Principe Actif;1
61356025;Gélule;3401;CHLORHYDRATE DE MINOCYCLINE;58,4 mg;une gélule;Principe Actif;1
61356025;Gélule;37703;MINOCYCLINE BASE;50 mg;une gélule;Fraction Thérapeutique;1
61368020;Solution;1178;ARGININE;413 mg;une ampoule;Principe Actif;3
61370480;Gélule;1;CHLORHYDRATE DE LOPÉRAMIDE;2 mg;une gélule;Principe Actif;1
61385500;Comprimé;2064;HYDROCHLOROTHIAZIDE;25 mg;un comprimé;Principe Actif;2
60936712;Solution;1021;GLYCINE;0,500 g;une ampoule;Principe Actif;4
60952951;Vernis à ongles;53732;CHLORHYDRATE D'AMOROLFINE;5,57 g;100 ml;Principe Actif;1
60964081;Comprimé;14116;AURUM MURIATICUM NATRONATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;100 ml;Principe Actif;17
60976557;Comprimé;12999;ZOPICLONE;7,5 mg;un comprimé;Principe Actif;1
60981593;Comprimé;3009;ATOVAQUONE;62,5 mg;un comprimé;Principe Actif;1
60985314;Solution;3302;DÉCANOATE DE FLUPHÉNAZINE;125 mg;un flacon;Principe Actif;1
60990208;Comprimé;80102;MONTÉLUKAST ACIDE;5 mg;un comprimé;Fraction Thérapeutique;1
61011463;Solution;4119;AVENA SATIVA POUR PRÉPARATIONS HOMÉOPATHIQUES;7,5 ml (3 DH);un flacon de 30 ml;Principe Actif;1
61040995;Poudre;67102;PIPÉRACILLINE BASE;4 g;un flacon;Fraction Thérapeutique;1
61054849;Poudre;79481;AZTRÉONAM;75 mg;un flacon de poudre;Fraction Thérapeutique;1
61055303;Gélule;2914;SULPIRIDE;50,00 mg;une gélule;Principe Actif;1
61065653;Comprimé;37011;LAMOTRIGINE;25 mg;un comprimé;Principe Actif;1
61085944;Solution;66431;CIPROFLOXACINE;200 mg;une poche de 100 ml;Fraction Thérapeutique;1
61095956;Poudre du sachet a;901;CHLORURE DE SODIUM;2,691 g;un sachet;Principe Actif;3
61106203;Granules;64399;GALIUM APARINE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;1 ml de solution injectable;Principe Actif;19
61111570;Solution;3088;CHLORHYDRATE DE PHÉNYLÉPHRINE;121,8 microgrammes;1 ml de solution;Principe Actif;1
61115864;Comprimé;46704;OXYCODONE;18,00 mg;un comprimé;Fraction Thérapeutique;1
61142295;Solution;4587;ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES;3 ml (3 DH);30 ml de solution buvable en gouttes;Principe Actif;6
61146920;Collyre;3088;CHLORHYDRATE DE PHÉNYLÉPHRINE;<p>10 mg;un récipient unidose</p>;Principe Actif;1
61153060;Gélule;39727;AMLODIPINE;10 mg;une gélule;Fraction Thérapeutique;1
61158552;Solution acide;3018;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;0,2033 g;1000 ml de solution acide;Principe Actif;11
61162942;Poudre;5;ACIDE ACÉTYLSALICYLIQUE;500 mg;un sachet - dose de 1023 mg;Fraction Thérapeutique;1
61168404;Pommade;3188;CHLORHYDRATE DE CHLORTÉTRACYCLINE;3,0 g;100 g de pommade;Principe Actif;1
61179863;Comprimé;5143;RAUBASINE;19,20 mg;un comprimé;Principe Actif;1
61209018;Comprimé;2064;HYDROCHLOROTHIAZIDE;12,5 mg;un comprimé;Principe Actif;2
61212594;Solution;2123;SODIUM (PROPIONATE DE);0,10 g;100 ml de solution moussante;Principe Actif;5
61224739;Gélule bleue gastro-soluble;4204;CHARBON ACTIVÉ;70 mg;une gélule;Principe Actif;1
61226028;Poudre;60167;MÉROPÉNEM ANHYDRE;1000 mg;un flacon;Fraction Thérapeutique;1
61237035;Pommade;5791;BRYONE (TEINTURE DE);0,1 g;100 g de pommade;Principe Actif;3
61252279;Comprimé;37430;RISPÉRIDONE;4 mg;un comprimé;Principe Actif;1
61263838;Comprimé;4593;BRYONIA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;17
61274635;Compartiment b;899;BICARBONATE DE SODIUM;2,1 g;1000 ml de solution mélangée;Principe Actif;5
61277752;Solution;5009;LACTATE DE SODIUM, SOLUTION DE;0,516 g;100 ml;Principe Actif;6
61294762;Gélule;60459;EMTRICITABINE;200 mg;une gélule;Principe Actif;1
61294805;Solution;17150;GLUCOSE MONOHYDRATÉ;2,75 g;100 ml de solution;Principe Actif;1
61321191;Pommade;6771;VISCUM ALBUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé;Principe Actif;25
61330596;Comprimé;51748;FUCUS (THALLE DE) (EXTRAIT SEC DE);50,00 mg;un comprimé;Principe Actif;3
61331851;Comprimé;2202;PARACÉTAMOL;325 mg;un comprimé;Principe Actif;2
61333126;Compartiment 2 : solution d'acides aminés;610;PHÉNYLALANINE;1,9 g;400 ml;Principe Actif;11
61349237;Comprimé;2092;IBUPROFÈNE;400 mg;un comprimé;Principe Actif;1
61356349;Sirop;266;SAFRAN (TEINTURE DE);0,05  g;100 g de sirop;Principe Actif;11
61360340;Poudre;86094;TÉTROFOSMIN;230 microgrammes;un flacon;Principe Actif;1
61364965;Poudre orale;26335;BOVISTA GIGANTEA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;18
61383531;Comprimé;37441;MÉLOXICAM;15 mg;un comprimé;Principe Actif;1
61384455;Gélule;5440;MAGNÉSIUM (GLYCÉROPHOSPHATE DE);90 mg;une gélule;Principe Actif;1
61387280;Compartiment b;899;BICARBONATE DE SODIUM;9,29 g;1000 ml de solution tampon;Principe Actif;5
61396361;Solution;13582;DESMOPRESSINE (ACÉTATE DE) TRIHYDRATÉ;150 microgrammes;une dose;Principe Actif;1
61404858;Sirop;1740;HÉLICIDINE;10 ml;100 ml de sirop;Principe Actif;1
61406236;Pommade;7176;HYPERICUM PERFORATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;9,7 g;100 g de pommade;Principe Actif;5
61410900;Comprimé;17723;OLANZAPINE;10 mg;un comprimé;Principe Actif;1
61421786;Suspension;4661;GEL DE PHOSPHATE D'ALUMINIUM;12,380 g;un sachet de 20 g;Principe Actif;1
61429587;Solution buvable en ampoules;6447;MAGNESIA SULFURICA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;100 ml de suspension buvable;Principe Actif;23
61438732;Comprimé;2414;MOXISYLYTE (CHLORHYDRATE DE);30 mg;un comprimé;Principe Actif;1
61456303;Solution buvable en ampoules;9401;SENEGA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;25
61460668;Solution;4546;FLUORURE DE SODIUM;220 mg;100 ml;Principe Actif;2
61462480;Poudre;29442;CLAVULANATE DE POTASSIUM;;;Principe Actif;2
61471853;Capsule;2092;IBUPROFÈNE;400 mg;une capsule;Principe Actif;1
61477621;Gélule;86688;GIMÉRACIL;5,8 mg;une gélule;Principe Actif;2
61485148;Comprimé;8237;GESTODÈNE;0,075 mg;un comprimé;Principe Actif;1
61491578;Gomme;94037;NICOTINE;2 mg;une gomme à mâcher;Fraction Thérapeutique;1
61500529;Comprimé;7436;HÉMIFUMARATE DE BISOPROLOL;10 mg;un comprimé;Principe Actif;1
61547571;Comprimé;1958;FUROSÉMIDE;500 mg;un comprimé;Principe Actif;1
61557334;Solution;2093;ESCULOSIDE;40,00 mg;100 ml de solution buvable;Principe Actif;4
61564058;Pâte;676;VASELINE;2,14 g;un sachet de 10 g;Principe Actif;2
61572165;Poudre;93351;XINAFOATE DE SALMÉTÉROL;;;Principe Actif;2
61578296;Comprimé;1901;CITRATE DE FENTANYL;;;Principe Actif;1
61587466;Comprimé;20890;TOPIRAMATE;200 mg;un comprimé;Principe Actif;1
61614493;Comprimé;15734;VALSARTAN;160 mg;un comprimé;Principe Actif;1
61617685;Poudre;1023;ACIDE ASCORBIQUE;100 mg;un sachet dose de 2 g;Principe Actif;3
61621687;Comprimé;42537;ONDANSÉTRON;8 mg;un comprimé;Fraction Thérapeutique;1
61643623;Poudre orale;96658;ARALIA RACEMOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;24
61659061;Comprimé;2382;MÉTRONIDAZOLE;500 mg;un comprimé;Principe Actif;1
61683322;Gomme;94037;NICOTINE;2 mg;une gomme à mâcher médicamenteuse;Fraction Thérapeutique;1
61684869;Émulsion;3018;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;0,45 g;1000 ml d'émulsion reconstituée;Principe Actif;20
61689033;Gélule;37973;RIVASTIGMINE BASE;3 mg;une gélule;Fraction Thérapeutique;9
61695844;Éponge;65378;THROMBINE HUMAINE;2 UI;1 cm^2;Principe Actif;2
61697400;Comprimé;2019;HALOPÉRIDOL;5 mg;un comprimé;Principe Actif;1
61710552;Solution;47834;ATOSIBAN BASE;37,5 mg;5 ml;Fraction Thérapeutique;1
61712553;Crème;29577;PERMÉTHRINE;5 g;100 g de crème;Principe Actif;1
61722191;Comprimé;28372;DOXYCYCLINE BASE;100 mg;un comprimé;Fraction Thérapeutique;1
61732470;Sirop;89272;PIPÉRAZINE;4,434 g;100 ml de sirop;Fraction Thérapeutique;1
61763619;Comprimé;1958;FUROSÉMIDE;40 mg;un comprimé;Principe Actif;1
61773264;Solution;1261;BÉTAMÉTHASONE;0,05 %;un flacon de 30 ml;Principe Actif;1
61774601;Pommade;7589;MAGNESIA MURIATICA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH  (pommade à 4 %);un comprimé;Principe Actif;25
61774601;Poudre orale;7589;MAGNESIA MURIATICA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;24
61786735;Solution de glucose;17150;GLUCOSE MONOHYDRATÉ;132 g;500 ml;Principe Actif;19
61788266;Solution;3969;PHLOROGLUCINOL DIHYDRATÉ;40 mg;une ampoule;Principe Actif;1
61793701;Comprimé;35854;AILANTHUS GLANDULOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH;un comprimé;Principe Actif;18
61793701;Poudre orale;35854;AILANTHUS GLANDULOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH;un comprimé;Principe Actif;23
61837560;Solution;33;ALCOOL BENZYLIQUE;4 ml;100 ml;Principe Actif;1
61855918;Comprimé;39357;BOSENTAN BASE;125 mg;un comprimé;Fraction Thérapeutique;1
61872390;Comprimé;73594;CANDÉSARTAN CILEXÉTIL;8 mg;un comprimé;Principe Actif;1
61881286;Solution;430;CALCIUM (CHLORURE DE) DIHYDRATÉ;184 mg;1000 ml;Principe Actif;17
61904023;Comprimé;24563;CLARITHROMYCINE;500,00 mg;un comprimé;Principe Actif;1
61911509;Comprimé;15734;VALSARTAN;40 mg;un comprimé;Principe Actif;1
61913385;Comprimé;20890;TOPIRAMATE;100,0000 mg;un comprimé;Principe Actif;1
61926183;Solution;1901;CITRATE DE FENTANYL;1,570 mg;1 ml de solution;Principe Actif;1
61926913;Poudre;979;CÉFACLOR;250 mg;une cuillère-mesure de 5 ml après reconstitution;Principe Actif;1
61940980;Solution;4280;TARTRATE D'ADRÉNALINE;0,009 mg;1 ml de solution;Principe Actif;2
61942668;Comprimé;3902;FÉNOFIBRATE;160 mg;un comprimé;Principe Actif;1
62757373;Comprimé;66422;ZOFÉNOPRIL CALCIQUE;7,5 mg;un comprimé;Principe Actif;1
62768220;Capsule;77579;CLOFAZIMINE;50,00 mg;une capsule;Principe Actif;1
62770890;Comprimé;67717;SILDÉNAFIL;100 mg;un comprimé;Fraction Thérapeutique;1
62770926;Comprimé;28293;ACÉTATE DE NOMÉGESTROL;5,00 mg;un comprimé;Principe Actif;1
62786389;Comprimé;2064;HYDROCHLOROTHIAZIDE;25 mg;un comprimé;Principe Actif;2
62803066;Comprimé;49632;RANITIDINE BASE;300,00 mg;un comprimé;Fraction Thérapeutique;1
62817183;Comprimé;39116;GINKGO BILOBA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;17
62823503;Solution;77898;IOVERSOL;741 mg;100 ml;Principe Actif;2
62826481;Poudre;5248;AMOXICILLINE ANHYDRE;100 mg;1 ml de suspension reconstituée;Fraction Thérapeutique;1
62830227;Comprimé;6427;GLONOINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;un comprimé;Principe Actif;17
62842642;Pommade;56283;BISMUTHUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé;Principe Actif;25
62851940;Shampooing;7742;BUTOXYDE DE PIPÉRONYLE;1 g;100 ml;Principe Actif;4
62874405;Comprimé;72723;CALCIUM ÉLÉMENT;500 mg;un comprimé;Fraction Thérapeutique;1
62884513;Poudre;35232;CEFTRIAXONE BASE;1 g;un flacon;Fraction Thérapeutique;1
62891447;Crème;25715;ACICLOVIR;5 g;100 g de crème;Principe Actif;1
62892111;Comprimé;3885;LÉVODOPA;50 mg;un comprimé;Principe Actif;1
62892111;Comprimé;87471;ENTACAPONE;200 mg;un comprimé;Principe Actif;3
62893850;Collyre;38467;BRIMONIDINE;1,3 mg;1 ml de solution;Fraction Thérapeutique;1
62909137;Comprimé;67549;RABÉPRAZOLE BASE;18,85 mg;un comprimé;Fraction Thérapeutique;15
62910488;Solution;2667;MIDAZOLAM;5 mg;1 ml de solution injectable;Principe Actif;1
62934247;Comprimé;467;CODÉINE;18,40 mg;un comprimé;Fraction Thérapeutique;6
62940702;Poudre;47372;CASPOFUNGINE BASE;70 mg;1 flacon;Fraction Thérapeutique;1
62949384;Poudre;28165;AMOXICILLINE TRIHYDRATÉE;;;Principe Actif;1
62966063;Suspension;7542;VIRUS POLIOMYÉLITIQUE SOUCHE MEF-1 DE TYPE 2 INACTIVÉ;8 unités d'antigène D;une seringue pré-remplie;Principe Actif;8
62968406;Comprimé;60255;LISINOPRIL DIHYDRATÉ;;;Principe Actif;1
62989667;Comprimé;92734;CHLORHYDRATE DE VALACICLOVIR;556,0 mg;un comprimé;Principe Actif;1
63021036;Gélule;55705;FLUVASTATINE SODIQUE;42,12 mg;une gélule;Principe Actif;1
63022907;Poudre;69;BÉTAÏNE;1 g;1 g de poudre;Principe Actif;1
63031888;Poudre;50073;SOMATORÉLINE BASE;50 microgrammes;une ampoule;Fraction Thérapeutique;1
63032812;Comprimé;2064;HYDROCHLOROTHIAZIDE;12,5 mg;un comprimé;Principe Actif;2
63066063;Comprimé;1493;CHLORHYDRATE DE CLOMIPRAMINE;75 mg;un comprimé;Principe Actif;1
60002504;Comprimé;49632;RANITIDINE BASE;150 mg;un comprimé;Fraction Thérapeutique;1
60007960;Gel;5432;CHLORHYDRATE DE LIDOCAÏNE;0,6 g;100 ml;Principe Actif;1
60016500;Comprimé;73594;CANDÉSARTAN CILEXÉTIL;32 mg;un comprimé;Principe Actif;1
60035461;Pastille;24245;CHLORHYDRATE D'AMBROXOL;20 mg;une pastille;Principe Actif;1
60060450;Crème;2986;MÉLILOT (EXTRAIT DE);0,100 g quantité exprimée en dérivés coumariniques;100 g;Principe Actif;5
60075192;Gélule;26322;VENLAFAXINE;37,5 mg;une gélule;Fraction Thérapeutique;1
60089217;Solution;47903;AFLIBERCEPT;25 mg;1 ml de solution;Principe Actif;1
60111101;Comprimé;3984;CHLORHYDRATE DE PYRIDOXINE;5 mg;un comprimé;Principe Actif;2
60116447;Comprimé;71861;GLIMÉPIRIDE;1 mg;un comprimé;Principe Actif;1
60126377;Crème;25715;ACICLOVIR;5 g;100 g de crème;Principe Actif;1
60158147;Gel;37;DICLOFÉNAC SODIQUE;1 g;100 g de gel;Fraction Thérapeutique;1
60170046;Comprimé;2202;PARACÉTAMOL;500 mg;un comprimé;Principe Actif;1
60196176;Poudre;29442;CLAVULANATE DE POTASSIUM;;;Principe Actif;2
60197011;Comprimé;89971;ESCITALOPRAM;15 mg;un comprimé;Fraction Thérapeutique;1
60199158;Comprimé;5;ACÉTYLSALICYLIQUE (ACIDE);500 mg;un comprimé;Principe Actif;1
60204573;Comprimé;21888;CHLORHYDRATE DE BUPRÉNORPHINE;;;Principe Actif;1
60204573;Comprimé;54459;BUPRÉNORPHINE;6 mg;un comprimé;Fraction Thérapeutique;1
60208447;Solution;3605;TYROSINE;0,15 g;1000 ml;Principe Actif;18
60214350;Comprimé;21053;CAPTOPRIL;50 mg;un comprimé;Principe Actif;1
60230550;Comprimé;35166;TAMOXIFÈNE BASE;20 mg;un comprimé;Fraction Thérapeutique;1
60237790;Comprimé;2114;CÉFIXIME TRIHYDRATÉE;;;Principe Actif;1
60246273;Solution;361;TROXÉRUTINE;3500 mg;un sachet-dose de 10 g de solution buvable;Principe Actif;1
60252422;Crème;9665;ACÉPONATE D'HYDROCORTISONE;0,127 g;100 g de crème;Principe Actif;1
60259993;Poudre;3309;FACTEUR X DE COAGULATION HUMAIN;360 - 600 UI;un flacon;Principe Actif;4
60282814;Gélule;55512;HYDROGÉNOTARTRATE DE RIVASTIGMINE;7,2 mg;une gélule;Principe Actif;1
60283161;Granules;764;CUPRUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;17
60287373;Comprimé;5270;GINKGO (EXTRAIT DE);40 mg titré à 24 % d'hétérosides de ginkgo et 6 % de Ginkgolides-bilobalide;un comprimé;Principe Actif;1
60295320;Gomme;30981;NICOTINE (RÉSINATE DE);;;Principe Actif;1
60298028;Poudre;3208;CALCIUM (UNDÉCYLÉNATE DE);10 g;100 g de poudre pour application locale;Principe Actif;2
60332103;Comprimé;428;CALCIUM (CARBONATE DE);2500 mg;un comprimé;Principe Actif;1
60349711;Comprimé;60674;MYRTILLE (FRUIT DE) (EXTRAIT SEC DE);50,000 mg;un comprimé;Principe Actif;1
60362986;Gélule;16849;GABAPENTINE;400 mg;une gélule;Principe Actif;1
60370011;Solution;2666;MÉTHIONINE;0,20 g;100 ml;Principe Actif;16
60373089;Granules;2987;IRIS VERSICOLOR POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;17
60373089;Pommade;2987;IRIS VERSICOLOR POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé;Principe Actif;24
60373089;Poudre orale;2987;IRIS VERSICOLOR POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;23
60373477;Poudre;3107;DL-LYSINE (ACÉTYLSALICYLATE DE);1800 mg;un sachet-dose de 2046 mg;Principe Actif;1
60380201;Solution buvable en ampoules;265;CHINA RUBRA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;25
60418577;Granules;3576;DULCAMARA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un bâton;Principe Actif;19
60418577;Pommade;3576;DULCAMARA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un bâton;Principe Actif;25
60420681;Compartiment 1 : acides aminés et électrolytes;544;HISTIDINE;2 g;300 ml;Principe Actif;8
60420681;Compartiment 1 : acides aminés et électrolytes;4111;SODIUM (GLYCÉROPHOSPHATE DE);1,5 g;300 ml;Principe Actif;21
60429075;Poudre orale;20038;ARGENTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un insert;Principe Actif;18
60430095;Gélule;75210;CHLORHYDRATE DE MILNACIPRAN;25 mg;une gélule;Principe Actif;1
60433369;Comprimé;13942;CITRATE DE TORÉMIFÈNE;60 mg;un comprimé;Principe Actif;1
60447461;Solution;53118;6-IODOMÉTHYLNORCHOLESTÉROL [131 I];7,5 à 15 MBq à la date de calibration;1 ml;Principe Actif;1
60484221;Solution;4280;ADRÉNALINE (TARTRATE D');;;Principe Actif;3
60513655;Solution;1014;ACÉTYLCYSTÉINE;5 g;25 ml;Principe Actif;1
60538772;Solution buvable en gouttes;76051;ABIES CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une ampoule;Principe Actif;19
60546299;Comprimé;80102;MONTÉLUKAST;5 mg;un comprimé;Fraction Thérapeutique;1
60585996;Gélule;28784;SAQUINAVIR;200 mg;une gélule;Fraction Thérapeutique;13
60600074;Comprimé;1938;CARBO VEGETABILIS POUR PRÉPARATIONS HOMÉOPATHIQUES;0,625 mg (4 CH);un comprimé;Principe Actif;5
60616840;Comprimé;92734;CHLORHYDRATE DE VALACICLOVIR;;;Principe Actif;1
60618161;Comprimé;67154;CHLORHYDRATE DE DONÉPÉZIL MONOHYDRATÉ;5,21 mg;un comprimé;Principe Actif;1
60623984;Granules;54443;AQUA MARINA POUR PRÉPARATIONS HOMÉPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;17
60623984;Solution buvable en ampoules;54443;AQUA MARINA POUR PRÉPARATIONS HOMÉPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;25
60637770;Poudre orale;10622;SANGUINARIA CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;100 g;Principe Actif;23
60639091;Comprimé;984;DOMPÉRIDONE;10 mg;un comprimé;Principe Actif;1
60641690;Comprimé;87533;QUINAPRIL BASE;20 mg;un comprimé;Fraction Thérapeutique;1
