code_identifiant;presentation7;libéllé;Statut administratif de la présentation;Etat de commercialisation de la présentation;Date de la déclaration de commercialisation;Code Identifiant de Présentation à 13 chiffres;Agrément aux collectivités;taux_remboursement;prix€;indications_remboursement;dec;Prix
69724187;2760790;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 180 comprimé(s);Présentation active;Déclaration de commercialisation;2015-03-19;3400927607905;oui;65 %;31;;18;31.18
69725606;2688839;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2013-07-03;3400926888398;oui;65 %;19;;4;19.4
69734808;3473905;4 poche(s) polypropylène styrène éthylène butadiène de 2500 ml (système staysafe);Présentation active;Déclaration de commercialisation;2005-08-04;3400934739057;oui;;;;;
69753064;3740039;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 100 gélule(s);Présentation active;Déclaration de commercialisation;2010-12-15;3400937400398;oui;100 %;55;;33;55.33
69766923;5567941;10 seringue(s) préremplie(s) en verre de 0,2 ml;Présentation active;Déclaration de commercialisation;1990-03-19;3400955679417;oui;;;;;
69767352;3311692;Plaquette(s) thermoformée(s) pvc-aluminium de 12  capsule(s);Présentation active;Déclaration de commercialisation;1990-01-19;3400933116927;oui;30 %;1;;73;1.73
69777706;3552467;1 seringue(s) préremplie(s) en verre de 0,5 ml;Présentation active;Déclaration de commercialisation;2001-09-10;3400935524676;oui;65 %;14;;06;14.06
69791271;3549703;6 seringue(s) préremplie(s) en verre de 0,5 ml avec aiguille(s);Présentation active;Déclaration de commercialisation;2001-12-02;3400935497031;oui;65 %;214;;14;214.14
69795857;3883336;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 28 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2012-05-31;3400938833362;non;65 %;3;;26;3.26
69825930;4157307;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 2 comprimé(s);Présentation active;Déclaration de commercialisation;2013-10-04;3400941573071;oui;65 %;16;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Ostéoporose postménopausique pour réduire le risque de fractures vertébrales et de hanche :<br>. patientes ayant fait une fracture par fragilité osseuse  <br>. en l'absence de fracture, patientes ayant une diminution importante de la densité osseuse selon évaluation clinique. - JOURNAL OFFICIEL  - 07/08/08 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;75;16.75
69827803;3829242;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 15 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-10-16;3400938292428;non;30 %;2;;51;2.51
69831335;3705095;Plaquette(s) thermoformée(s) pvc-aluminium de 16 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-01-09;3400937050951;non;65 %;1;;12;1.12
69847186;3876307;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 84 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-01-09;3400938763072;non;65 %;13;;93;13.93
69851010;3881099;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2009-11-17;3400938810998;oui;65 %;10;;8;10.8
69863646;3461411;Plaquette(s) thermoformée(s) polyamide pvc-aluminium de 28 comprimé(s) (avec ou sans indication des jours);Présentation active;Déclaration de commercialisation;1998-01-05;3400934614118;oui;65 %;26;;99;26.99
69863646;5611665;Plaquette(s) thermoformée(s) polyamide pvc-aluminium de 50 comprimé(s) (sans indication des jours - avec ou sans prédécoupage);Présentation active;Déclaration de commercialisation;2008-12-29;3400956116652;oui;;;;;
69867452;3906959;12 sachet(s)-dose(s) papier aluminium polyéthylène;Présentation active;Déclaration de commercialisation;2010-04-21;3400939069593;oui;65 %;1;;12;1.12
69867865;3962811;3 plaquette(s) thermoformée(s) aluminium polyamide pvc de 10 comprimé(s);Présentation active;Déclaration de commercialisation;2009-10-28;3400939628110;oui;100 %;2716;;87;2716.87
69905668;3985278;Plaquette(s) thermoformée(s) aluminium pvc polyéthylène pvdc de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2010-03-03;3400939852782;oui;65 %;6;;64;6.64
69942976;2216106;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 15 comprimé(s);Présentation active;Déclaration de commercialisation;2012-06-08;3400922161068;oui;30 %;2;;4;2.4
67288307;2167460;Plaquette(s) thermoformée(s) pvc-aluminium de 60 comprimé(s);Présentation active;Déclaration de commercialisation;2012-01-02;3400921674606;non;;;;;
67326925;3256757;Plaquette(s) thermoformée(s) pvc-aluminium de 16 comprimé(s);Présentation active;Déclaration de commercialisation;1996-09-19;3400932567577;oui;65 %;1;;12;1.12
67353986;3878306;10 flacon(s) en verre de 1348 mg;Présentation active;Déclaration de commercialisation;2009-05-25;3400938783063;oui;65 %;311;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans le cas suivant :<br><br>- Certaines infections broncho-pulmonaires chez le patient atteint de mucoviscidose - JOURNAL OFFICIEL  - 20/05/09 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;1;311.1
67376675;3545444;Plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2002-01-05;3400935454447;oui;;;;;
67392156;4199441;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 84 comprimé(s);Présentation active;Déclaration de commercialisation;2013-08-26;3400941994418;oui;65 %;39;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Prévention et traitement de l'ostéoporose postménopausique du rachis, pour réduire le risque de fractures vertébrales, chez les femmes âgées de moins de 70 ans, sans facteur de risque veineux et avec apport de calcium<br> - JOURNAL OFFICIEL  - 17/05/01 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;06;39.06
67398586;3614493;Plaquette(s) thermoformée(s) pvc-aluminium de 30  comprimé(s);Présentation active;Déclaration de commercialisation;2003-06-24;3400936144934;oui;65 %;3;;01;3.01
67402230;3392213;3 plaquette(s) thermoformée(s) pvc-aluminium de 21 comprimé(s);Présentation active;Déclaration de commercialisation;1995-06-19;3400933922139;non;;;;;
67409634;3476878;1 flacon(s) en verre de 60 ml avec seringue pour administration orale polypropylène-polyéthylène ( abrogée le 03/09/2012);Présentation abrogée;Déclaration de commercialisation;2001-12-02;3400934768781;non;65 %;6;;52;6.52
67447122;2206409;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2012-06-08;3400922064093;oui;65 %;5;;93;5.93
67458001;3333251;Plaquette(s) thermoformée(s) pvc-aluminium de 16  comprimé(s);Présentation active;Déclaration de commercialisation;1998-01-07;3400933332518;oui;65 %;1;;08;1.08
67480229;3201880;1 flacon(s) en verre de 30  g;Présentation active;Déclaration de commercialisation;1977-04-19;3400932018802;non;65 %;1;;66;1.66
67505593;3784752;Plaquette(s) thermoformée(s) pvc-aluminium de 84 comprimé(s);Présentation active;Déclaration de commercialisation;2012-08-08;3400937847520;oui;65 %;21;;65;21.65
67510932;3791841;1 flacon(s) polytéréphtalate (pet) de 150 ml avec seringue(s) pour administration orale polypropylène polyéthylène;Présentation active;Déclaration de commercialisation;2008-09-16;3400937918411;oui;65 %;1;;94;1.94
67513540;3551344;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 7 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-05-19;3400935513441;non;65 %;1;;18;1.18
68901510;3359569;30 sachet(s) papier aluminium polyéthylène;Présentation active;Déclaration de commercialisation;1995-09-19;3400933595692;oui;15 %;5;;73;5.73
68903689;3531465;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2009-10-08;3400935314659;oui;65 %;3;;01;3.01
69010986;5633158;10 flacon(s) en verre de 20 ml;Présentation active;Déclaration de commercialisation;2001-01-10;3400956331581;non;;;;;
69040082;4982365;5 poche(s) à 3 compartiments polyamide polypropylène suremballée(s)/surpochée(s) de 2500 ml;Présentation active;Déclaration de commercialisation;2011-04-04;3400949823659;non;;;;;
69105306;3857037;Plaquette(s) thermoformée(s) pvc-aluminium de 180 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2012-07-17;3400938570373;non;;;;;
69107595;2694811;Plaquette(s) polyamide aluminium pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2013-12-12;3400926948115;oui;65 %;6;;64;6.64
69108380;3712741;1 flacon(s) en verre de 30 ml;Présentation active;Déclaration d'arrêt de commercialisation;2014-04-12;3400937127417;oui;65 %;194;;3;194.3
69172447;3482152;Tube(s) polypropylène de 16 comprimé(s);Présentation active;Déclaration de commercialisation;2001-03-09;3400934821523;oui;;;;;
69174658;5598982;1 flacon(s) en verre - 1 flacon(s) en verre de 100 ml avec dispositif de transfert avec matériel de perfusion;Présentation active;Déclaration de commercialisation;1996-08-19;3400955989820;oui;;;;;
69186151;3423853;5 sachet(s) polytéréphtalate (pet) polyéthylène basse densité (pebd) aluminium acrylonitrile de 1 dispositif(s);Présentation active;Déclaration de commercialisation;1998-03-19;3400934238536;oui;65 %;44;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans le cas suivant :<br><br>- Douleurs chroniques sévères d'origine cancéreuse. - JOURNAL OFFICIEL  - 15/03/98 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;13;44.13
69198890;3295510;Plaquette(s) thermoformée(s) pvc-aluminium polyamide aluminium de 60  gélule(s);Présentation active;Déclaration de commercialisation;1988-08-19;3400932955107;oui;65 %;12;;89;12.89
69207994;3593147;1 flacon(s) pressurisé(s) polyéthylène aluminium de 50  ml;Présentation active;Déclaration de commercialisation;2009-02-12;3400935931474;non;;;;;
69208046;5576271;50 cartouche(s) en verre de 1,7 ml avec piston(s);Présentation active;Déclaration de commercialisation;1992-06-07;3400955762713;oui;;;;;
69211156;5634123;1 flacon(s) en verre - 1 ampoule(s) en verre de 5  ml;Présentation active;Déclaration de commercialisation;2002-09-16;3400956341238;oui;;;;;
69242130;3365759;12 sachet(s)-dose(s) papier aluminium polyéthylène de 15 g;Présentation active;Déclaration de commercialisation;2003-08-12;3400933657598;non;;;;;
69244971;3589542;1 flacon(s) en verre de 5  ml;Présentation active;Déclaration de commercialisation;2003-03-18;3400935895424;oui;65 %;25;;24;25.24
69248005;5734735;5 ampoule(s) en verre de 5 ml;Présentation active;Déclaration de commercialisation;2011-01-18;3400957347352;oui;;;;;
69294611;3794609;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2007-06-11;3400937946094;oui;65 %;3;;28;3.28
69304169;3494451;5 cartouche(s) en verre de 3 ml pour stylo;Présentation active;Déclaration de commercialisation;2000-01-24;3400934944512;oui;65 %;37;;88;37.88
69307585;2239745;Plaquette(s) thermoformée(s) polyamide aluminium pvc-aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2014-02-06;3400922397450;oui;65 %;9;;38;9.38
69316926;2229586;10 ampoule(s) en verre de 5 ml;Présentation active;Déclaration de commercialisation;2013-05-22;3400922295862;oui;;;;;
69323162;3841444;1 récipient(s) unidose(s) polyéthylène de 20 g;Présentation active;Déclaration de commercialisation;2009-03-17;3400938414448;oui;30 %;2;;36;2.36
69346798;2741404;Plaquette(s) thermoformée(s) pvc-aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2015-05-01;3400927414046;oui;65 %;19;;4;19.4
69357111;3979964;1 sachet(s) papier polyéthylène basse densité (pebd) aluminium copolymère d'éthylène de 4 emplâtre(s);Présentation active;Déclaration de commercialisation;2013-02-14;3400939799643;non;;;;;
69392468;3583344;Plaquette(s) thermoformée(s) polyamide aluminium pvc-aluminium de 30  comprimé(s);Présentation active;Déclaration de commercialisation;2003-04-24;3400935833440;oui;100 %;7;;62;7.62
69410368;2189898;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2012-05-11;3400921898989;oui;100 %;121;;84;121.84
69411153;2194215;Plaquette(s) thermoformée(s) pvc-aluminium de 16 gélule(s);Présentation active;Déclaration de commercialisation;2013-01-18;3400921942156;oui;65 %;1;;12;1.12
69420661;3608920;Plaquette(s) thermoformée(s) pvc-aluminium de 30  gélule(s);Présentation active;Déclaration de commercialisation;2003-09-07;3400936089204;oui;65 %;4;;13;4.13
67055370;2775509;28 plaquette(s) pvc pvdc aluminium avec fermeture de sécurité enfant de 1 comprimé(s);Présentation active;Déclaration de commercialisation;2015-07-09;3400927755095;non;65 %;14;;42;14.42
67094067;3939321;1 flacon(s) de 250 ml en verre jaune(brun) avec cuillère-mesure polystyrène de 5 ml;Présentation active;Déclaration de commercialisation;2009-03-09;3400939393216;non;;;;;
67097412;5700759;Flacon(s) en verre de 5 ml;Présentation active;Déclaration de commercialisation;2007-12-27;3400957007591;oui;;;;;
67102553;3628035;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2010-10-27;3400936280359;oui;65 %;15;;63;15.63
67140059;3738278;Plaquette(s) thermoformée(s) pvc-aluminium de 90 gélule(s);Présentation active;Déclaration de commercialisation;2015-09-07;3400937382786;oui;65 %;11;;42;11.42
67144513;3910458;Plaquette(s) thermoformée(s) polyamide pvc aluminium avec fermeture de sécurité enfant de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2009-03-08;3400939104584;oui;65 %;210;;53;210.53
67164505;3202537;Plaquette(s) thermoformée(s) pvc-aluminium de 40 comprimé(s);Présentation active;Déclaration de commercialisation;1978-01-19;3400932025374;non;;;;;
67173618;3550965;1 poche(s) excel polyéthylène polypropylène de 100 ml;Présentation active;Déclaration d'arrêt de commercialisation;2013-07-31;3400935509659;oui;;;;;
67177673;5741942;5 flacon(s) en verre;Présentation active;Déclaration de commercialisation;2011-04-07;3400957419424;oui;;;;;
67193026;2747737;Plaquette(s) thermoformée(s) polyamide aluminium pvc-aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2013-12-12;3400927477379;oui;65 %;19;;4;19.4
67204056;3349950;Plaquette(s) thermoformée(s) pvc-aluminium de 30  gélule(s);Présentation active;Déclaration de commercialisation;1998-03-07;3400933499501;oui;65 %;1;;5;1.5
67219535;3599374;Plaquette(s) thermoformée(s) transparentes pvc polyéthylène pvdc aluminium de 28  comprimé(s);Présentation active;Déclaration de commercialisation;2002-11-18;3400935993748;oui;65 %;15;;86;15.86
67231270;3081789;2 plaquette(s) thermoformée(s) poly(chlorure-acétochlorure) de vinyle aluminium de 15  comprimé(s);Présentation active;Déclaration de commercialisation;1962-07-19;3400930817896;oui;;;;;
67232155;3558530;Plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2001-09-24;3400935585301;oui;65 %;11;;16;11.16
67280381;3819901;Plaquette(s) thermoformée(s) pvc-aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;2008-08-12;3400938199017;oui;65 %;5;;88;5.88
